Score_crediticio,Ingreso_Neto,MONTO_SOLICITADO,TIEMPO_EMPLEO,TIPO_CONTRATO,GRADO_DE_ESTUDIOS,ESTADO_CIVIL,Edad,NUM_DEPENDIENTES,TIPO_DE_VIVIENDA,Tipo_de_cargo,Tipo_de_ocupacion,Plazo_del_prestamo,Frecuencia_de_pago,Porcentaje_Incumplimiento,credito_pagado,TIEMPO_RESIDENCIA_DOMICILIO
372,29027,55200,6,Trabajador independiente,Media superior,Viudo,33,1,Inquilino,Administrativo,Encargado de restaurant,9,quincenal,0.8,0,12
623,16918,121981,6,Trabajo asalariado,Media superior,Viudo,60,2,Inquilino,Jubilado,docente,9,catorcenal,0.9,0,12
483,5661,193786,6,Trabajo eventual,Maestría,Divorciado,21,0,Inquilino,Ventas por catÃ¡logo,mecÃ¡nico,9,catorcenal,0.9,0,12
481,13258,117082,6,Trabajo asalariado,Maestría,Divorciado,24,1,Inquilino,Administrativo,Encargado de restaurant,18,semanal,0.8,0,12
676,39839,151424,6,Trabajador independiente,Preparatoria,Divorciado,29,3,Inquilino,Administrativo,supervisor almacenes,9,quincenal,0.5,1,12
574,31123,165878,6,Trabajo asalariado,Primaria,Casado,26,2,Propietario,Ventas por catÃ¡logo,agricultor,6,quincenal,0.6,0,12
782,33841,197404,6,Trabajo asalariado,Preparatoria,Casado,69,1,Inquilino,Jubilado,docente,18,semanal,0.2,1,12
354,35907,35620,6,Pensionado jubilado,Media superior,Viudo,51,3,Propietario,Operativo,preventa,6,semanal,0.9,0,12
530,14996,12099,6,Trabajador independiente,Especialidad,Divorciado,54,0,Propietario,Administrativo,intendente,6,mensual,0.7,0,12
316,28279,98269,6,Pensionado jubilado,Educación Básica,Divorciado,18,3,Propietario,Operativo,alfarero,18,semanal,0.8,0,12
469,19437,172670,6,Trabajo asalariado,Secundaria,Soltero,26,1,Inquilino,Jubilado,tortillera,6,semanal,0.9,0,12
710,35678,195868,6,Trabajador independiente,Maestría,Soltero,20,0,Inquilino,Jubilado,farmacia,3,quincenal,0.3,1,12
717,20504,60426,6,Trabajo eventual,Especialidad,Casado,43,0,Inquilino,Jubilado,Empleado,12,mensual,0.5,1,12
408,7475,142788,6,Trabajador independiente,Especialidad,Divorciado,37,4,Propietario,Jubilado,Mesera,15,catorcenal,0.8,0,12
753,46781,37602,6,Pensionado jubilado,Preparatoria,Divorciado,30,4,Inquilino,Jubilado,tortillera,3,mensual,0.2,1,12
831,25337,11710,6,Pensionado jubilado,Preparatoria,Divorciado,25,3,Propietario,Operativo,gerente,6,catorcenal,0.1,1,12
407,36966,199018,6,Trabajo eventual,Ingeniería,Divorciado,28,0,Propietario,Jubilado,obrero,15,catorcenal,0.8,0,12
700,40840,136717,6,Pensionado jubilado,Maestría,Divorciado,54,4,Propietario,Jubilado,carpintero,6,catorcenal,0.5,0,12
385,14017,71912,6,Trabajo eventual,Preparatoria,Soltero,55,2,Inquilino,Ventas por catÃ¡logo,Contadora,3,catorcenal,0.9,0,12
359,6136,185738,6,Pensionado jubilado,Secundaria,Soltero,47,3,Inquilino,Jubilado,ventas,15,catorcenal,0.8,0,12
411,12052,55085,6,Trabajo asalariado,Primaria,Divorciado,32,3,Inquilino,Ventas por catÃ¡logo,Encargado de restaurant,12,catorcenal,0.7,0,12
501,37419,119586,6,Trabajo eventual,Primaria,Soltero,29,3,Propietario,Jubilado,ventas,15,catorcenal,0.7,0,12
321,23073,196420,6,Trabajador independiente,Maestría,Viudo,33,0,Propietario,Ventas por catÃ¡logo,gerente,6,catorcenal,0.8,0,12
480,37581,47604,6,Trabajo eventual,Especialidad,Divorciado,22,2,Propietario,Ventas por catÃ¡logo,preventa,6,mensual,0.8,0,12
390,41321,110400,6,Trabajador independiente,Ingeniería,Casado,40,1,Propietario,Operativo,Programador,12,catorcenal,0.9,0,12
873,18605,130576,6,Trabajador independiente,Secundaria,Soltero,65,1,Propietario,Jubilado,licenciada,18,mensual,0.1,1,12
785,36860,49629,6,Pensionado jubilado,Bachillerato,Casado,46,4,Inquilino,Jubilado,docente,6,quincenal,0.2,1,12
807,36598,78445,6,Trabajo asalariado,Preparatoria,Casado,45,2,Propietario,Jubilado,mecÃ¡nico,9,mensual,0.2,1,12
380,42311,127721,6,Trabajo eventual,Especialidad,Casado,35,2,Propietario,Administrativo,costurera,15,catorcenal,0.8,0,12
831,12421,76853,6,Pensionado jubilado,Preparatoria,Viudo,66,3,Inquilino,Administrativo,Administrativo,3,quincenal,0.2,1,12
671,39020,28312,6,Trabajador independiente,Especialidad,Casado,30,3,Inquilino,Ventas por catÃ¡logo,licenciada,12,catorcenal,0.3,1,12
561,33404,70794,6,Pensionado jubilado,Preparatoria,Casado,64,2,Propietario,Ventas por catÃ¡logo,licenciada,12,semanal,0.8,1,12
677,8374,59245,6,Trabajo eventual,Preparatoria,Casado,55,0,Propietario,Ventas por catÃ¡logo,obrero,15,quincenal,0.4,1,12
334,24614,100648,6,Trabajo eventual,Especialidad,Soltero,53,0,Propietario,Jubilado,Administrativo,3,quincenal,0.8,0,12
671,40757,117782,6,Pensionado jubilado,Especialidad,Casado,52,1,Inquilino,Ventas por catÃ¡logo,preventa,15,mensual,0.2,0,12
439,26792,47913,6,Trabajador independiente,Primaria,Casado,50,0,Inquilino,Operativo,gerente,15,mensual,0.9,0,12
698,35087,12999,6,Pensionado jubilado,Ingeniería,Soltero,29,2,Inquilino,Administrativo,costurera,9,quincenal,0.5,0,12
428,46360,158812,6,Pensionado jubilado,Preparatoria,Divorciado,64,3,Propietario,Ventas por catÃ¡logo,enfermera,15,catorcenal,0.9,0,12
353,25421,73648,6,Trabajo eventual,Especialidad,Soltero,30,4,Inquilino,Administrativo,docente,12,semanal,0.8,0,12
736,27641,188852,6,Pensionado jubilado,Ingeniería,Casado,48,3,Inquilino,Ventas por catÃ¡logo,director de obras pÃºblicas,6,quincenal,0.1,1,12
439,22320,39964,6,Trabajo eventual,Media superior,Viudo,43,2,Inquilino,Administrativo,director de obras pÃºblicas,6,quincenal,0.9,1,12
352,32570,108892,6,Trabajador independiente,Secundaria,Soltero,66,1,Inquilino,Administrativo,docente,18,mensual,0.8,0,12
627,15756,162584,6,Trabajador independiente,Licenciatura,Viudo,53,0,Propietario,Ventas por catÃ¡logo,mecÃ¡nico,6,quincenal,0.8,0,12
509,12491,150016,6,Trabajo eventual,Secundaria,Divorciado,35,2,Propietario,Ventas por catÃ¡logo,mecÃ¡nico,12,quincenal,0.8,1,12
512,13636,54437,6,Trabajo asalariado,Especialidad,Soltero,69,3,Inquilino,Ventas por catÃ¡logo,docente,12,semanal,0.7,1,12
772,16695,77692,6,Trabajo eventual,Media superior,Soltero,30,0,Inquilino,Ventas por catÃ¡logo,docente,9,quincenal,0.2,1,12
790,36116,81975,6,Trabajo asalariado,Licenciatura,Viudo,38,4,Inquilino,Administrativo,aluminiero,12,mensual,0.2,1,12
458,38039,12788,6,Pensionado jubilado,Ingeniería,Casado,18,2,Inquilino,Ventas por catÃ¡logo,Empleado,3,catorcenal,0.8,0,12
591,15699,86554,6,Trabajo asalariado,Primaria,Divorciado,60,4,Propietario,Jubilado,Empleado,6,semanal,0.9,0,12
826,21163,195590,6,Trabajo eventual,Licenciatura,Soltero,61,2,Inquilino,Ventas por catÃ¡logo,mecÃ¡nico,3,mensual,0.1,1,12
712,11819,169685,6,Pensionado jubilado,Ingeniería,Divorciado,39,4,Propietario,Operativo,tortillera,3,mensual,0.1,1,12
614,44341,170009,6,Trabajo asalariado,Primaria,Soltero,62,4,Inquilino,Jubilado,Contadora,15,mensual,0.5,0,12
693,48596,18947,6,Pensionado jubilado,Maestría,Viudo,58,0,Inquilino,Operativo,docente,12,mensual,0.3,1,12
400,7356,156716,6,Trabajo asalariado,Media superior,Soltero,56,3,Propietario,Operativo,director de obras pÃºblicas,3,catorcenal,0.7,0,12
656,45957,176790,6,Trabajo eventual,Preparatoria,Soltero,57,0,Inquilino,Jubilado,agricultor,12,quincenal,0.4,1,12
742,11540,151451,6,Trabajador independiente,Primaria,Viudo,29,1,Propietario,Jubilado,Oficial AlbaÃ±il,3,quincenal,0.1,1,12
475,21335,199718,6,Pensionado jubilado,Maestría,Casado,42,0,Propietario,Jubilado,supervisor almacenes,15,semanal,0.7,0,12
318,21309,11304,6,Trabajo eventual,Primaria,Divorciado,51,0,Inquilino,Operativo,Programador,6,semanal,0.9,0,12
822,24169,88276,6,Trabajo eventual,Especialidad,Casado,53,0,Inquilino,Ventas por catÃ¡logo,licenciada,9,catorcenal,0.1,1,12
348,35586,35111,6,Pensionado jubilado,Secundaria,Viudo,38,0,Inquilino,Ventas por catÃ¡logo,Encargado de restaurant,6,quincenal,0.8,0,12
300,38297,70633,6,Trabajo eventual,Bachillerato,Viudo,37,1,Propietario,Administrativo,Atencion al cliente,9,quincenal,0.8,0,12
457,36463,37994,6,Trabajador independiente,Ingeniería,Soltero,33,0,Propietario,Ventas por catÃ¡logo,Oficial AlbaÃ±il,18,mensual,0.8,0,12
338,21669,180674,6,Trabajo asalariado,Educación Básica,Casado,53,3,Inquilino,Ventas por catÃ¡logo,docente,15,catorcenal,0.9,1,12
816,18994,28648,6,Trabajo eventual,Especialidad,Soltero,51,4,Propietario,Administrativo,alfarero,12,quincenal,0.2,1,12
646,11116,108850,6,Trabajo eventual,Bachillerato,Soltero,38,3,Propietario,Ventas por catÃ¡logo,supervisor almacenes,18,mensual,0.5,1,12
720,5526,133046,6,Trabajador independiente,Preparatoria,Viudo,30,1,Propietario,Ventas por catÃ¡logo,Programador,15,catorcenal,0.6,1,12
450,9133,42643,6,Trabajo eventual,Ingeniería,Casado,51,1,Inquilino,Jubilado,mecÃ¡nico,9,semanal,0.9,0,12
342,5614,26223,6,Trabajo asalariado,Ingeniería,Soltero,37,1,Inquilino,Administrativo,aluminiero,18,semanal,0.8,1,12
816,38755,96170,6,Trabajo asalariado,Secundaria,Casado,33,4,Inquilino,Ventas por catÃ¡logo,carpintero,15,catorcenal,0.1,1,12
706,9780,55601,6,Trabajador independiente,Media superior,Casado,48,4,Propietario,Administrativo,Contadora,12,mensual,0.5,1,12
402,14108,146559,6,Pensionado jubilado,Bachillerato,Divorciado,48,3,Propietario,Operativo,Atencion al cliente,18,quincenal,0.9,0,12
503,35523,42823,6,Trabajador independiente,Licenciatura,Casado,67,4,Propietario,Administrativo,director de obras pÃºblicas,6,catorcenal,0.9,0,12
731,14077,94464,6,Trabajo asalariado,Especialidad,Soltero,60,1,Propietario,Jubilado,farmacia,3,quincenal,0.3,1,12
362,49859,54811,6,Trabajo asalariado,Bachillerato,Casado,61,1,Inquilino,Jubilado,policia,12,catorcenal,0.9,0,12
577,34328,8828,6,Trabajo asalariado,Ingeniería,Divorciado,56,4,Inquilino,Jubilado,tortillera,18,mensual,0.8,0,12
420,13234,27746,6,Trabajador independiente,Preparatoria,Casado,54,4,Inquilino,Jubilado,Contadora,6,mensual,0.9,0,12
395,41509,34725,6,Trabajo eventual,Secundaria,Divorciado,34,2,Propietario,Operativo,Atencion al cliente,15,mensual,0.9,1,12
381,20901,70333,6,Trabajador independiente,Primaria,Soltero,26,4,Propietario,Ventas por catÃ¡logo,licenciada,3,catorcenal,0.8,0,12
764,40757,117782,6,Pensionado jubilado,Especialidad,Casado,52,1,Inquilino,Ventas por catÃ¡logo,preventa,15,mensual,0.2,1,12
309,22482,53868,6,Trabajo eventual,Educación Básica,Soltero,25,4,Propietario,Jubilado,labor de hogar,18,catorcenal,0.9,0,12
784,36883,83815,6,Pensionado jubilado,Preparatoria,Casado,23,1,Propietario,Jubilado,docente,3,semanal,0.1,1,12
532,20585,129447,6,Trabajo eventual,Primaria,Divorciado,56,4,Inquilino,Jubilado,aluminiero,15,catorcenal,0.9,0,12
373,32420,165211,6,Trabajador independiente,Secundaria,Divorciado,66,2,Inquilino,Operativo,licenciada,15,catorcenal,0.7,0,12
484,6591,48541,6,Trabajo eventual,Media superior,Casado,34,2,Propietario,Administrativo,Empleado,3,quincenal,0.8,0,12
544,33404,70794,6,Pensionado jubilado,Preparatoria,Casado,64,2,Propietario,Ventas por catÃ¡logo,licenciada,12,semanal,0.9,0,12
576,48642,182876,6,Trabajo eventual,Educación Básica,Divorciado,35,0,Propietario,Jubilado,obrero,12,quincenal,0.8,0,12
537,33706,142660,6,Trabajo asalariado,Primaria,Casado,34,1,Inquilino,Operativo,Administrativo,9,quincenal,0.7,0,12
783,17003,55669,6,Trabajo asalariado,Media superior,Divorciado,31,0,Propietario,Jubilado,enfermera,9,semanal,0.1,1,12
510,26874,12967,6,Trabajador independiente,Licenciatura,Divorciado,26,0,Inquilino,Operativo,costurera,6,semanal,0.9,0,12
754,40196,165105,6,Trabajo eventual,Secundaria,Soltero,21,1,Propietario,Ventas por catÃ¡logo,intendente,3,semanal,0.1,1,12
381,32723,92969,6,Trabajador independiente,Media superior,Divorciado,21,4,Propietario,Operativo,supervisor almacenes,9,semanal,0.9,0,12
370,45390,14168,6,Trabajo asalariado,Especialidad,Viudo,47,2,Propietario,Administrativo,Mesera,6,semanal,0.7,0,12
787,12151,23351,6,Trabajo eventual,Primaria,Soltero,40,2,Propietario,Jubilado,docente,3,catorcenal,0.3,1,12
441,25049,127788,6,Trabajo eventual,Bachillerato,Divorciado,51,4,Inquilino,Administrativo,labor de hogar,12,quincenal,0.9,0,12
865,42198,189492,6,Trabajo eventual,Ingeniería,Divorciado,41,4,Propietario,Ventas por catÃ¡logo,Jubilado,6,mensual,0.1,1,12
614,44778,92960,6,Trabajador independiente,Maestría,Casado,22,0,Propietario,Operativo,costurera,3,semanal,0.5,0,12
327,31015,145629,6,Trabajo eventual,Primaria,Viudo,32,4,Inquilino,Operativo,farmacia,6,quincenal,0.8,1,12
429,38397,176033,6,Trabajador independiente,Preparatoria,Casado,63,1,Inquilino,Administrativo,preventa,15,mensual,0.8,0,12
447,31705,14496,6,Trabajo asalariado,Especialidad,Soltero,19,1,Inquilino,Administrativo,labor de hogar,3,semanal,0.7,0,12
458,12446,141535,6,Trabajo eventual,Ingeniería,Casado,22,2,Propietario,Ventas por catÃ¡logo,Administrativo,9,mensual,0.7,0,12
725,7920,67292,6,Trabajo asalariado,Primaria,Viudo,22,1,Inquilino,Ventas por catÃ¡logo,intendente,18,quincenal,0.1,1,12
471,13073,45372,6,Trabajo asalariado,Secundaria,Divorciado,64,4,Inquilino,Jubilado,enfermera,15,mensual,0.8,0,12
745,20646,10901,6,Trabajador independiente,Preparatoria,Casado,56,4,Propietario,Jubilado,aluminiero,3,mensual,0.2,1,12
560,16722,11643,6,Pensionado jubilado,Secundaria,Viudo,63,4,Inquilino,Ventas por catÃ¡logo,mecÃ¡nico,3,semanal,0.5,0,12
769,27890,86942,6,Trabajo asalariado,Educación Básica,Viudo,63,1,Inquilino,Ventas por catÃ¡logo,Encargado de restaurant,6,mensual,0.3,1,12
392,21393,59869,6,Trabajador independiente,Media superior,Divorciado,39,0,Propietario,Administrativo,Atencion al cliente,12,quincenal,0.8,0,12
589,25103,22087,6,Trabajador independiente,Educación Básica,Divorciado,38,0,Inquilino,Ventas por catÃ¡logo,vendedor,9,mensual,0.8,0,12
818,48585,74184,6,Trabajo eventual,Licenciatura,Casado,65,0,Propietario,Operativo,Atencion al cliente,3,semanal,0.2,1,12
664,34257,161570,6,Pensionado jubilado,Maestría,Viudo,35,1,Inquilino,Ventas por catÃ¡logo,labor de hogar,18,mensual,0.6,1,12
634,20349,22073,6,Trabajo eventual,Secundaria,Divorciado,29,3,Propietario,Operativo,farmacia,3,catorcenal,0.6,0,12
553,16130,130149,6,Trabajador independiente,Educación Básica,Casado,41,2,Propietario,Administrativo,supervisor almacenes,3,semanal,0.9,0,12
382,44214,150298,6,Trabajo eventual,Maestría,Divorciado,66,0,Propietario,Jubilado,intendente,3,mensual,0.9,1,12
383,31155,185231,6,Trabajo asalariado,Licenciatura,Divorciado,51,3,Inquilino,Operativo,Mesera,15,mensual,0.7,0,12
383,41397,106268,6,Trabajo asalariado,Bachillerato,Soltero,58,3,Inquilino,Administrativo,tortillera,9,quincenal,0.9,0,12
437,15326,35682,6,Pensionado jubilado,Primaria,Soltero,61,1,Inquilino,Ventas por catÃ¡logo,supervisor almacenes,12,mensual,0.9,0,12
649,39701,60419,6,Trabajador independiente,Ingeniería,Divorciado,58,4,Inquilino,Operativo,intendente,6,mensual,0.4,0,12
321,13325,29995,6,Trabajador independiente,Maestría,Soltero,59,0,Propietario,Jubilado,director de obras pÃºblicas,3,semanal,0.9,0,12
840,44887,68037,6,Trabajo eventual,Secundaria,Viudo,66,0,Inquilino,Administrativo,preventa,15,quincenal,0.1,1,12
537,17651,169232,6,Trabajo eventual,Licenciatura,Viudo,31,3,Propietario,Ventas por catÃ¡logo,preventa,3,quincenal,0.8,0,12
424,36324,72494,6,Trabajador independiente,Maestría,Casado,61,4,Propietario,Operativo,costurera,9,semanal,0.7,0,12
542,15617,131888,6,Pensionado jubilado,Ingeniería,Divorciado,21,1,Inquilino,Jubilado,Encargado de restaurant,9,quincenal,0.8,0,12
794,42114,159544,6,Trabajo eventual,Maestría,Soltero,46,3,Propietario,Operativo,costurera,12,catorcenal,0.2,0,12
332,44532,16093,6,Pensionado jubilado,Maestría,Viudo,38,4,Propietario,Administrativo,licenciada,15,quincenal,0.8,0,12
693,22633,63643,6,Pensionado jubilado,Bachillerato,Divorciado,41,0,Inquilino,Jubilado,Jubilado,12,catorcenal,0.5,0,12
787,36463,40262,6,Trabajo eventual,Secundaria,Divorciado,46,4,Propietario,Ventas por catÃ¡logo,intendente,18,catorcenal,0.2,1,12
505,28051,151494,6,Trabajador independiente,Maestría,Soltero,32,1,Propietario,Operativo,costurera,18,mensual,0.9,0,12
787,42129,106015,6,Trabajo asalariado,Especialidad,Viudo,34,4,Propietario,Jubilado,Programador,18,quincenal,0.1,1,12
778,15222,43714,6,Trabajo eventual,Especialidad,Soltero,50,4,Propietario,Operativo,mecÃ¡nico,15,catorcenal,0.2,1,12
835,25420,60533,6,Trabajador independiente,Ingeniería,Casado,29,2,Inquilino,Ventas por catÃ¡logo,Administrativo,15,mensual,0.3,1,12
417,48408,161351,6,Trabajo asalariado,Media superior,Divorciado,31,1,Inquilino,Ventas por catÃ¡logo,Contadora,12,semanal,0.9,0,12
438,18547,193490,6,Trabajo eventual,Licenciatura,Soltero,61,3,Inquilino,Administrativo,agricultor,12,catorcenal,0.8,1,12
415,32424,73920,6,Trabajo asalariado,Educación Básica,Soltero,29,2,Propietario,Administrativo,aluminiero,18,mensual,0.9,0,12
630,9895,75028,6,Trabajo eventual,Ingeniería,Casado,50,2,Propietario,Operativo,director de obras pÃºblicas,18,quincenal,0.6,1,12
503,47759,6283,6,Pensionado jubilado,Preparatoria,Divorciado,45,2,Inquilino,Jubilado,farmacia,18,mensual,0.9,0,12
619,31123,165878,6,Trabajo asalariado,Primaria,Casado,26,2,Propietario,Ventas por catÃ¡logo,agricultor,6,quincenal,0.5,0,12
728,5661,192116,6,Trabajador independiente,Preparatoria,Divorciado,30,0,Inquilino,Ventas por catÃ¡logo,agricultor,6,semanal,0.4,0,12
623,15177,46321,6,Pensionado jubilado,Preparatoria,Divorciado,34,2,Propietario,Operativo,obrero,12,mensual,0.5,1,12
795,27534,72260,6,Trabajo asalariado,Especialidad,Divorciado,60,3,Inquilino,Jubilado,Atencion al cliente,9,quincenal,0.1,1,12
398,46752,173933,6,Trabajador independiente,Media superior,Viudo,58,1,Propietario,Administrativo,obrero,3,catorcenal,0.8,0,12
625,40737,187184,6,Trabajo eventual,Media superior,Casado,22,2,Propietario,Administrativo,policia,15,catorcenal,0.4,1,12
824,22087,5587,6,Trabajo asalariado,Media superior,Divorciado,24,1,Propietario,Jubilado,Mesera,18,mensual,0.1,1,12
713,39707,143311,6,Pensionado jubilado,Licenciatura,Casado,41,1,Propietario,Jubilado,mecÃ¡nico,12,quincenal,0.2,1,12
628,35561,98980,6,Trabajo asalariado,Media superior,Divorciado,67,4,Propietario,Jubilado,enfermera,15,quincenal,0.5,1,12
726,26927,151011,6,Trabajador independiente,Bachillerato,Divorciado,69,3,Propietario,Operativo,docente,6,catorcenal,0.3,1,12
612,22826,139393,6,Pensionado jubilado,Primaria,Casado,37,0,Inquilino,Administrativo,docente,9,quincenal,0.8,0,12
602,47240,156426,6,Trabajador independiente,Maestría,Soltero,42,2,Propietario,Jubilado,Empleado,18,quincenal,0.4,1,12
426,31987,151295,6,Trabajador independiente,Media superior,Soltero,32,2,Inquilino,Administrativo,Jubilado,9,mensual,0.9,0,12
390,39084,79813,6,Trabajador independiente,Media superior,Viudo,19,4,Propietario,Ventas por catÃ¡logo,intendente,6,catorcenal,0.7,1,12
769,16695,77692,6,Trabajo eventual,Media superior,Soltero,30,0,Inquilino,Ventas por catÃ¡logo,docente,9,quincenal,0.2,1,12
536,41124,197699,6,Pensionado jubilado,Licenciatura,Divorciado,34,2,Propietario,Jubilado,agricultor,9,mensual,0.9,1,12
371,45996,20997,6,Trabajo eventual,Secundaria,Casado,68,3,Inquilino,Administrativo,Contadora,18,mensual,0.8,0,12
561,11640,185795,6,Trabajo asalariado,Preparatoria,Casado,32,1,Inquilino,Jubilado,Encargado de restaurant,15,semanal,0.9,0,12
824,24623,60731,6,Trabajo eventual,Primaria,Soltero,32,4,Propietario,Jubilado,agricultor,12,mensual,0.2,1,12
472,31966,63810,6,Trabajador independiente,Media superior,Viudo,27,2,Propietario,Ventas por catÃ¡logo,Contadora,6,mensual,0.8,0,12
467,27473,144076,6,Pensionado jubilado,Primaria,Viudo,54,3,Propietario,Ventas por catÃ¡logo,Contadora,15,catorcenal,0.7,0,12
342,15382,173455,6,Pensionado jubilado,Bachillerato,Divorciado,42,0,Inquilino,Administrativo,docente,3,mensual,0.8,1,12
711,23311,138611,6,Trabajo asalariado,Educación Básica,Viudo,68,1,Inquilino,Operativo,gerente,18,quincenal,0.3,0,12
609,36575,73056,6,Trabajo asalariado,Ingeniería,Viudo,46,2,Propietario,Jubilado,aluminiero,12,mensual,0.8,0,12
530,9648,105158,6,Trabajo asalariado,Secundaria,Casado,34,1,Inquilino,Administrativo,Programador,6,semanal,0.8,1,12
342,22625,153934,6,Trabajo asalariado,Especialidad,Casado,32,3,Inquilino,Operativo,obrero,15,quincenal,0.8,0,12
687,30169,72411,6,Trabajo asalariado,Educación Básica,Casado,36,4,Inquilino,Administrativo,intendente,6,quincenal,0.5,1,12
802,25670,113821,6,Trabajo eventual,Licenciatura,Viudo,42,4,Inquilino,Administrativo,obrero,9,catorcenal,0.1,1,12
388,40435,31035,6,Pensionado jubilado,Maestría,Divorciado,59,2,Propietario,Operativo,Oficial AlbaÃ±il,9,quincenal,0.8,0,12
550,22905,27420,6,Trabajador independiente,Maestría,Casado,41,4,Inquilino,Operativo,mecÃ¡nico,18,catorcenal,0.8,0,12
388,47891,121656,6,Trabajo eventual,Primaria,Viudo,31,1,Inquilino,Operativo,preventa,12,semanal,0.7,0,12
558,41487,97051,6,Trabajo asalariado,Ingeniería,Casado,41,4,Inquilino,Ventas por catÃ¡logo,costurera,3,quincenal,0.7,0,12
471,33937,66350,6,Pensionado jubilado,Ingeniería,Casado,61,2,Inquilino,Ventas por catÃ¡logo,intendente,3,mensual,0.7,0,12
696,39157,11910,6,Trabajo eventual,Maestría,Casado,32,0,Propietario,Ventas por catÃ¡logo,gerente,6,mensual,0.2,1,12
505,29574,152603,6,Trabajo eventual,Especialidad,Viudo,24,3,Propietario,Jubilado,alfarero,12,semanal,0.9,0,12
737,35220,60147,6,Pensionado jubilado,Bachillerato,Divorciado,67,2,Propietario,Operativo,preventa,9,mensual,0.1,1,12
880,38282,23681,6,Trabajador independiente,Secundaria,Casado,41,4,Propietario,Administrativo,tortillera,12,quincenal,0.1,1,12
537,21001,157456,6,Trabajo eventual,Ingeniería,Soltero,47,1,Propietario,Operativo,Jubilado,9,mensual,0.8,0,12
790,16171,131468,6,Trabajo asalariado,Secundaria,Soltero,39,3,Inquilino,Administrativo,licenciada,3,catorcenal,0.2,1,12
622,26675,133202,6,Trabajo eventual,Educación Básica,Casado,43,4,Propietario,Administrativo,mecÃ¡nico,6,quincenal,0.8,0,12
530,34629,65920,6,Trabajador independiente,Primaria,Divorciado,43,4,Propietario,Jubilado,supervisor almacenes,15,mensual,0.8,0,12
696,8342,73099,6,Pensionado jubilado,Ingeniería,Soltero,60,4,Propietario,Operativo,Contadora,15,semanal,0.3,0,12
638,34165,181168,6,Trabajo eventual,Preparatoria,Viudo,28,1,Inquilino,Operativo,supervisor almacenes,18,catorcenal,0.5,0,12
775,10051,7261,6,Trabajo asalariado,Licenciatura,Divorciado,53,3,Propietario,Ventas por catÃ¡logo,Programador,15,catorcenal,0.3,1,12
562,31928,138623,6,Trabajo asalariado,Secundaria,Soltero,64,1,Propietario,Operativo,ventas,18,mensual,0.9,0,12
559,19663,186480,6,Pensionado jubilado,Especialidad,Soltero,47,2,Inquilino,Operativo,docente,6,quincenal,0.8,0,12
778,21163,195590,6,Trabajo eventual,Licenciatura,Soltero,61,2,Inquilino,Ventas por catÃ¡logo,mecÃ¡nico,3,mensual,0.1,1,12
373,24201,78869,6,Trabajo eventual,Educación Básica,Viudo,49,1,Propietario,Operativo,alfarero,18,quincenal,0.7,0,12
326,37496,198016,6,Trabajo eventual,Maestría,Divorciado,61,4,Propietario,Operativo,alfarero,6,catorcenal,0.8,0,12
484,13073,45372,6,Trabajo asalariado,Secundaria,Divorciado,64,4,Inquilino,Jubilado,enfermera,15,mensual,0.9,0,12
494,15724,16116,6,Trabajo asalariado,Media superior,Soltero,50,4,Inquilino,Ventas por catÃ¡logo,labor de hogar,18,catorcenal,0.8,0,12
687,29837,191470,6,Trabajo asalariado,Ingeniería,Casado,69,3,Inquilino,Ventas por catÃ¡logo,Atencion al cliente,3,mensual,0.4,1,12
598,25022,70428,6,Trabajador independiente,Bachillerato,Soltero,20,3,Propietario,Administrativo,agricultor,15,quincenal,0.6,1,12
807,27890,86942,6,Trabajo asalariado,Educación Básica,Viudo,63,1,Inquilino,Ventas por catÃ¡logo,Encargado de restaurant,6,mensual,0.2,1,12
649,16555,133955,6,Trabajador independiente,Educación Básica,Viudo,19,2,Inquilino,Operativo,obrero,18,catorcenal,0.4,1,12
335,37088,165811,6,Pensionado jubilado,Media superior,Divorciado,28,0,Inquilino,Jubilado,mecÃ¡nico,18,quincenal,0.8,1,12
608,41378,157850,6,Trabajo eventual,Secundaria,Divorciado,53,0,Propietario,Operativo,obrero,6,catorcenal,0.8,0,12
372,45760,123947,6,Trabajador independiente,Primaria,Casado,38,2,Inquilino,Administrativo,Empleado,15,quincenal,0.9,0,12
450,29077,150128,6,Trabajo asalariado,Educación Básica,Casado,68,3,Inquilino,Ventas por catÃ¡logo,Administrativo,18,mensual,0.7,0,12
405,26792,47913,6,Trabajador independiente,Primaria,Casado,50,0,Inquilino,Operativo,gerente,15,mensual,0.8,0,12
422,29262,162261,6,Trabajo asalariado,Bachillerato,Divorciado,50,4,Inquilino,Jubilado,obrero,6,quincenal,0.8,0,12
674,18629,186129,6,Trabajo asalariado,Secundaria,Casado,20,3,Inquilino,Ventas por catÃ¡logo,labor de hogar,18,quincenal,0.5,1,12
603,46986,145600,6,Trabajo eventual,Especialidad,Casado,51,3,Inquilino,Jubilado,docente,9,semanal,0.5,0,12
708,39020,28312,6,Trabajador independiente,Especialidad,Casado,30,3,Inquilino,Ventas por catÃ¡logo,licenciada,12,catorcenal,0.2,1,12
410,21393,59869,6,Trabajador independiente,Media superior,Divorciado,39,0,Propietario,Administrativo,Atencion al cliente,12,quincenal,0.8,0,12
746,23155,128287,6,Trabajador independiente,Primaria,Casado,27,3,Propietario,Administrativo,tortillera,12,semanal,0.3,1,12
